date,open,high,low,close,volume,ticker,change
2019-12-27,28675.3398,28701.6602,28608.9805,28645.2598,182280000.0,DJI,0.00643378172336062
2019-12-26,28539.4609,28624.0996,28535.1504,28621.3906,155970000.0,DJI,-0.000833268756040395
2019-12-24,28572.5703,28576.8008,28503.2109,28515.4492,86150000.0,DJI,-0.00370147633567464
2019-12-23,28491.7793,28582.4902,28491.7793,28551.5293,223530000.0,DJI,0.00126528254024483
2019-12-20,28608.6406,28608.6406,28445.5996,28455.0898,603780000.0,DJI,-0.00337773500629956
2019-12-19,28278.3105,28381.4805,28278.2402,28376.9609,262570000.0,DJI,-0.00274569156341242
2019-12-18,28291.4395,28323.25,28239.2793,28239.2793,289890000.0,DJI,-0.00485187968102674
2019-12-17,28221.75,28328.6309,28220.5605,28267.1602,286770000.0,DJI,0.000987309190996211
2019-12-16,28191.6699,28337.4902,28191.6699,28235.8906,286770000.0,DJI,-0.00110621653462029
2019-12-13,28123.6406,28290.7305,28028.3203,28135.3809,250660000.0,DJI,-0.00355964334271786
2019-12-12,27898.3398,28224.9492,27859.8691,28132.0508,277740000.0,DJI,-0.000118359869085705
2019-12-11,27867.3105,27925.5,27801.8008,27911.3008,213510000.0,DJI,-0.00784692170398038
2019-12-10,27900.6504,27949.0195,27804.0,27881.7207,213250000.0,DJI,-0.00105978937391549
2019-12-09,27987.0508,28010.4199,27906.1406,27909.5996,217000000.0,DJI,0.000999898833359936
2019-12-06,27839.6797,28035.8496,27839.6797,28015.0605,223310000.0,DJI,0.00377866044341246
2019-12-05,27736.0508,27745.1992,27562.8008,27677.7891,208600000.0,DJI,-0.0120389317024676
2019-12-04,27634.6309,27727.4492,27612.0801,27649.7793,218200000.0,DJI,-0.00101199557156839
2019-12-03,27501.9805,27524.7402,27325.1309,27502.8105,275350000.0,DJI,-0.00531536973244484
2019-12-02,28109.7402,28109.8398,27782.3496,27783.0391,236610000.0,DJI,0.0101890895841354
2019-11-29,28103.1602,28119.5098,28042.5293,28051.4102,120630000.0,DJI,0.00965953001160336
2019-11-27,28156.4707,28174.9707,28075.2305,28164.0,198210000.0,DJI,0.00401369482665093
2019-11-26,28080.75,28146.0195,28042.2109,28121.6797,324050000.0,DJI,-0.00150263811958529
2019-11-25,27917.7695,28068.6895,27917.7695,28066.4707,248420000.0,DJI,-0.00196321843463709
2019-11-22,27831.2305,27898.4609,27773.9805,27875.6191,214780000.0,DJI,-0.00679998572104046
2019-11-21,27820.2793,27828.3301,27708.3398,27766.2891,232020000.0,DJI,-0.00392206535782369
2019-11-20,27879.5508,27897.2793,27675.2793,27821.0898,258140000.0,DJI,0.00197364148311774
2019-11-19,28079.7598,28090.2109,27894.5195,27934.0195,245890000.0,DJI,0.00405914005568531
2019-11-18,27993.2207,28040.9707,27969.2402,28036.2207,252320000.0,DJI,0.00365866430357453
2020-04-13,2782.46,2782.46,2721.1699,2761.6299,2900380791.0,^GSPC,
2020-04-09,2776.99,2818.5701,2762.3601,2789.8201,7880140000.0,^GSPC,0.0102078124226566
2020-04-08,2685.0,2760.75,2663.3,2749.98,5856370000.0,^GSPC,-0.0142805265472136
2020-04-07,2738.6499,2756.8899,2657.6699,2659.4099,7040720000.0,^GSPC,-0.0329348213441552
2020-04-06,2578.28,2676.8501,2574.5701,2663.6799,6391860000.0,^GSPC,0.00160561935187209
2020-04-03,2514.9199,2538.1799,2459.96,2488.6499,6087190000.0,^GSPC,-0.0657098474933119
2020-04-02,2458.54,2533.22,2455.79,2526.8999,6454990000.0,^GSPC,0.0153697794133276
2020-04-01,2498.0801,2522.75,2447.49,2470.5,5947900000.0,^GSPC,-0.0223197998464442
2020-03-31,2614.6899,2641.3899,2571.1499,2584.5901,6568290000.0,^GSPC,0.0461809755110301
2020-03-30,2558.98,2631.8,2545.28,2626.6499,5746220000.0,^GSPC,0.0162732961021557
2020-03-27,2555.8701,2615.9099,2520.02,2541.47,6194330000.0,^GSPC,-0.0324291029421165
2020-03-26,2501.29,2637.01,2500.72,2630.0701,7753160000.0,^GSPC,0.0348617532372997
2020-03-25,2457.77,2571.4199,2407.53,2475.5601,8285670000.0,^GSPC,-0.0587474835746773
2020-03-24,2344.4399,2449.71,2344.4399,2447.3301,7547350000.0,^GSPC,-0.0114034799639887
2020-03-23,2290.71,2300.73,2191.8601,2237.3999,7402180000.0,^GSPC,-0.0857792743202073
2020-03-20,2431.9399,2453.01,2295.5601,2304.9199,9044690000.0,^GSPC,0.0301778863939344
2020-03-19,2393.48,2466.97,2319.78,2409.3899,7946710000.0,^GSPC,0.0453247854730223
2020-03-18,2436.5,2453.5701,2280.52,2398.1001,8755780000.0,^GSPC,-0.00468575052962583
2020-03-17,2425.6599,2553.9299,2367.04,2529.1899,8358500000.0,^GSPC,0.05466402340753
2020-03-16,2508.5901,2562.98,2380.9399,2386.1299,7781540000.0,^GSPC,-0.0565635660651658
2020-03-13,2569.99,2711.3301,2492.3701,2711.02,8258670000.0,^GSPC,0.136157759055783
2020-03-12,2630.8601,2660.95,2478.8601,2480.6399,8829380000.0,^GSPC,-0.0849791222491902
2020-03-11,2825.6001,2825.6001,2707.22,2741.3799,7374110000.0,^GSPC,0.105109975857439
2020-03-10,2813.48,2882.5901,2734.0,2882.23,7635960000.0,^GSPC,0.0513792707096161
2020-03-09,2863.8899,2863.8899,2734.4299,2746.5601,8423050000.0,^GSPC,-0.0470711567085208
2020-03-06,2954.2,2985.9299,2901.54,2972.3701,6552140000.0,^GSPC,0.0822155684851025
2020-03-05,3075.7,3083.04,2999.8301,3023.9399,5575550000.0,^GSPC,0.0173497237103817
2020-03-04,3045.75,3130.97,3034.3799,3130.1201,5035480000.0,^GSPC,0.0351131978515844
2020-03-03,3096.46,3136.72,2976.6299,3003.3701,6355940000.0,^GSPC,-0.0404936539016506
2020-03-02,2974.28,3090.96,2945.1899,3090.23,6376400000.0,^GSPC,0.0289208113245849
2020-02-28,2916.8999,2959.72,2855.8401,2954.22,8563850000.0,^GSPC,-0.044012905188287
2020-02-27,3062.54,3097.0701,2977.3899,2978.76,7058840000.0,^GSPC,0.00830676117553897
2020-02-26,3139.8999,3182.51,3108.99,3116.3899,5478110000.0,^GSPC,0.0462037559252844
2020-02-25,3238.9399,3246.99,3118.77,3128.21,5591510000.0,^GSPC,0.00379288227060415
2020-02-24,3257.6101,3259.8101,3214.6499,3225.8899,4842960000.0,^GSPC,0.0312254931734124
2020-02-21,3360.5,3360.76,3328.45,3337.75,3899270000.0,^GSPC,0.0346757339734378
2020-02-20,3380.45,3389.1499,3341.02,3373.23,4007320000.0,^GSPC,0.0106299153621452
2020-02-19,3380.3899,3393.52,3378.8301,3386.1499,3600150000.0,^GSPC,0.0038301272074539
2020-02-18,3369.04,3375.01,3355.6101,3370.29,3746720000.0,^GSPC,-0.00468375602627635
2020-02-14,3378.0801,3380.6899,3366.1499,3380.1599,3398040000.0,^GSPC,0.00292850170163406
2020-02-13,3365.8999,3385.0901,3360.52,3373.9399,3498240000.0,^GSPC,-0.00184014963315793
2020-02-12,3370.5,3381.47,3369.72,3379.45,3926380000.0,^GSPC,0.00163313519603592
2020-02-11,3365.8701,3375.6299,3352.72,3357.75,3760550000.0,^GSPC,-0.00642116320703068
2020-02-10,3318.28,3352.26,3317.77,3352.0901,3450350000.0,^GSPC,-0.00168562281289553
2020-02-07,3335.54,3341.4199,3322.1201,3327.71,3730650000.0,^GSPC,-0.00727310402545556
2020-02-06,3344.9199,3347.96,3334.3899,3345.78,3868370000.0,^GSPC,0.00543016068106894
2020-02-05,3324.9099,3337.5801,3313.75,3334.6899,4117730000.0,^GSPC,-0.00331465308537926
2020-02-04,3280.6101,3306.9199,3280.6101,3297.5901,3995320000.0,^GSPC,-0.01112541229096
2020-02-03,3235.6599,3268.4399,3235.6599,3248.9199,3757910000.0,^GSPC,-0.0147593237861795
2020-01-31,3282.3301,3282.3301,3214.6799,3225.52,4527830000.0,^GSPC,-0.00720236285295917
2020-01-30,3256.45,3285.9099,3242.8,3283.6599,3787250000.0,^GSPC,0.018024969617302
2020-01-29,3289.46,3293.47,3271.8899,3273.3999,3584500000.0,^GSPC,-0.0031245623214512
2020-01-28,3255.3501,3285.78,3253.22,3276.24,3526720000.0,^GSPC,0.000867630013674736
2020-01-27,3247.1599,3258.8501,3234.5,3243.6299,3823100000.0,^GSPC,-0.00995351378409393
2020-01-24,3333.1001,3333.1799,3281.53,3295.47,3707130000.0,^GSPC,0.0159821254576547
2020-01-23,3315.77,3326.8799,3301.8701,3325.54,3764860000.0,^GSPC,0.00912464686372516
2020-01-22,3330.02,3337.77,3320.04,3321.75,3619850000.0,^GSPC,-0.00113966453568437
2020-01-21,3321.03,3329.79,3316.6101,3320.79,4105340000.0,^GSPC,-0.000289004289907413
2020-01-17,3323.6599,3329.8799,3318.8601,3329.6201,3698170000.0,^GSPC,0.00265903595228845
2020-01-16,3302.97,3317.1101,3302.8201,3316.8101,3535080000.0,^GSPC,-0.00384728576091908
2020-01-15,3282.27,3298.6599,3280.6899,3289.29,3716840000.0,^GSPC,-0.0082971587670938
2020-01-14,3285.3501,3294.25,3277.1899,3283.1499,3665130000.0,^GSPC,-0.00186669463622846
2020-01-13,3271.1299,3288.1299,3268.4299,3288.1299,3456380000.0,^GSPC,0.00151683601166064
2020-01-10,3281.8101,3282.99,3260.8601,3265.3501,3212970000.0,^GSPC,-0.00692788931483512
2020-01-09,3266.03,3275.5801,3263.6699,3274.7,3638390000.0,^GSPC,0.00286336831079748
2020-01-08,3238.5901,3267.0701,3236.6699,3253.05,3720890000.0,^GSPC,-0.00661129263749338
2020-01-07,3241.8601,3244.9099,3232.4299,3237.1799,3420380000.0,^GSPC,-0.00487852938012023
2020-01-06,3217.55,3246.8401,3214.6399,3246.28,3674070000.0,^GSPC,0.00281111964151259
2020-01-03,3226.3601,3246.1499,3222.3401,3234.8501,3461290000.0,^GSPC,-0.00352092240965041
2020-01-02,3244.6699,3258.1399,3235.53,3257.8501,3458250000.0,^GSPC,0.00711006670757319
2019-12-31,3215.1799,3231.72,3212.03,3230.78,2893810000.0,^GSPC,-0.00830919138974495
2019-12-30,3240.0901,3240.9199,3216.5701,3221.29,3013290000.0,^GSPC,-0.00293737116114379
2019-12-27,3247.23,3247.9299,3234.3701,3240.02,2428670000.0,^GSPC,0.00581444079856208
2019-12-26,3227.2,3240.0801,3227.2,3239.9099,2160680000.0,^GSPC,-3.39812717204957e-05
2019-12-24,3225.45,3226.4299,3220.51,3223.3799,1296540000.0,^GSPC,-0.00510199373136899
2019-12-23,3226.05,3227.78,3222.3,3224.01,3060610000.0,^GSPC,0.000195478044645148
2019-12-20,3223.3301,3225.6499,3216.03,3221.22,6454270000.0,^GSPC,-0.000865381931197562
2019-12-19,3192.3201,3205.48,3192.3201,3205.3701,3720450000.0,^GSPC,-0.00492046491701892
2019-12-18,3195.21,3198.48,3191.1399,3191.1399,4014080000.0,^GSPC,-0.00443948734656252
2019-12-17,3195.3999,3198.22,3191.03,3192.52,3837540000.0,^GSPC,0.000432478688884741
2019-12-16,3183.6299,3197.71,3183.6299,3191.45,4051790000.0,^GSPC,-0.000335158432836824
2019-12-13,3166.6499,3182.6799,3156.51,3168.8,3736870000.0,^GSPC,-0.00709708753074612
2019-12-12,3141.23,3176.28,3138.47,3168.5701,3990690000.0,^GSPC,-7.25511234537235e-05
2019-12-11,3135.75,3143.98,3133.21,3141.6299,3252540000.0,^GSPC,-0.00850232096806069
2019-12-10,3135.3601,3142.1201,3126.0901,3132.52,3343790000.0,^GSPC,-0.00289973685315381
2019-12-09,3141.8601,3148.8701,3135.46,3135.96,3345990000.0,^GSPC,0.00109815739404695
2019-12-06,3134.6201,3150.6001,3134.6201,3145.9099,3479480000.0,^GSPC,0.00317284021479858
2019-12-05,3119.21,3119.45,3103.76,3117.4299,3355750000.0,^GSPC,-0.00905302469088509
2019-12-04,3103.5,3119.3799,3102.53,3112.76,3695030000.0,^GSPC,-0.00149799679537299
2019-12-03,3087.4099,3094.97,3070.3301,3093.2,3653390000.0,^GSPC,-0.00628381243655163
2019-12-02,3143.8501,3144.3101,3110.78,3113.8701,3268740000.0,^GSPC,0.00668243243243261
2019-11-29,3147.1799,3150.3,3139.3401,3140.98,1743020000.0,^GSPC,0.00870617563654941
2019-11-27,3145.49,3154.26,3143.4099,3153.6299,3033090000.0,^GSPC,0.00402737362224515
2019-11-26,3134.8501,3142.6899,3131.0,3140.52,4595590000.0,^GSPC,-0.00415708260503234
2019-11-25,3117.4399,3133.8301,3117.4399,3133.6399,3511530000.0,^GSPC,-0.00219075185001205
2019-11-22,3111.4099,3112.8701,3099.26,3110.29,3226780000.0,^GSPC,-0.00745136669979218
2019-11-21,3108.49,3110.1101,3094.55,3103.54,3720560000.0,^GSPC,-0.00217021563905617
2019-11-20,3114.6599,3118.97,3091.4099,3108.46,4034890000.0,^GSPC,0.00158528647931067
2019-11-19,3127.45,3127.6399,3113.47,3120.1799,3590070000.0,^GSPC,0.00377032356858376
2019-11-18,3117.9099,3124.1699,3112.0601,3122.03,3436690000.0,^GSPC,0.00059294657977893
2020-04-09,5677.7002,5842.7002,5677.7002,5842.7002,1290301300.0,^FTSE,
2020-04-08,5704.5,5704.5,5589.7002,5677.7002,1133735000.0,^FTSE,-0.0282403673561755
2020-04-07,5582.3999,5780.2002,5582.3999,5704.5,1563928500.0,^FTSE,0.00472018582453515
2020-04-06,5415.5,5590.6001,5415.5,5582.3999,1207951800.0,^FTSE,-0.021404172144798
2020-04-03,5480.2002,5486.2998,5396.7002,5415.5,1180517400.0,^FTSE,-0.0298975177324721
2020-04-02,5454.6001,5552.3999,5395.1001,5480.2002,1554286900.0,^FTSE,0.0119472255562738
2020-04-01,5672.0,5672.0,5414.7002,5454.6001,1670362100.0,^FTSE,-0.00467138043606519
2020-03-31,5563.7002,5702.7002,5545.8999,5672.0,1602112800.0,^FTSE,0.0398562490401451
2020-03-30,5510.2998,5567.2002,5351.7998,5563.7002,1136875400.0,^FTSE,-0.0190937588152327
2020-03-27,5815.7002,5815.7002,5407.1001,5510.2998,1457210400.0,^FTSE,-0.00959800098502794
2020-03-26,5688.2002,5815.7002,5503.3999,5815.7002,1536739000.0,^FTSE,0.0554235542683177
2020-03-25,5446.0,5741.3999,5400.5,5688.2002,1860995600.0,^FTSE,-0.0219234134524334
2020-03-24,4993.8999,5446.0,4993.8999,5446.0,1582421000.0,^FTSE,-0.0425794085095669
2020-03-23,5190.7998,5194.7998,4922.7998,4993.8999,1629604900.0,^FTSE,-0.0830150752846125
2020-03-20,5151.6001,5419.2998,5151.6001,5190.7998,2585565700.0,^FTSE,0.0394280830498823
2020-03-19,5080.6001,5181.0,4942.3999,5151.6001,1963412200.0,^FTSE,-0.00755176495152055
2020-03-18,5294.8999,5294.8999,5006.2002,5080.6001,1837075100.0,^FTSE,-0.0137821256739241
2020-03-17,5151.1001,5309.0,4978.7998,5294.8999,1941164900.0,^FTSE,0.0421800172778803
2020-03-16,5366.1001,5366.1001,4898.7998,5151.1001,2111567500.0,^FTSE,-0.0271581715831872
2020-03-13,5237.5,5696.5,5237.5,5366.1001,1935105000.0,^FTSE,0.0417386569521334
2020-03-12,5876.5,5876.5,5237.5,5237.5,2209275500.0,^FTSE,-0.0239652816018098
2020-03-11,5960.2002,6088.5,5860.7998,5876.5,1507518600.0,^FTSE,0.12200477326969
2020-03-10,5965.7998,6231.1001,5927.8999,5960.2002,1729622400.0,^FTSE,0.01424320598996
2020-03-09,6462.6001,6462.6001,5891.6001,5965.7998,2098798700.0,^FTSE,0.000939498643015346
2020-03-06,6705.3999,6705.3999,6431.3999,6462.6001,1377953500.0,^FTSE,0.0832747186722558
2020-03-05,6815.6001,6834.1001,6662.6001,6705.3999,1146893100.0,^FTSE,0.0375699867302637
2020-03-04,6718.2002,6856.2998,6700.2002,6815.6001,1115783100.0,^FTSE,0.0164345455369483
2020-03-03,6654.8999,6846.2998,6654.8999,6718.2002,1277190200.0,^FTSE,-0.0142907298801171
2020-03-02,6580.6001,6775.2002,6496.0,6654.8999,1770844200.0,^FTSE,-0.00942221102610186
2020-02-28,6796.3999,6796.3999,6460.1001,6580.6001,1979835300.0,^FTSE,-0.011164675820293
2020-02-27,7042.5,7042.5,6730.0,6796.3999,1224827000.0,^FTSE,0.0327933314166895
2020-02-26,7017.8999,7044.7002,6871.8999,7042.5,982409600.0,^FTSE,0.0362103619005703
2020-02-25,7156.7998,7198.2002,7004.8999,7017.8999,976469000.0,^FTSE,-0.00349309194178193
2020-02-24,7403.8999,7403.8999,7114.5,7156.7998,1081479400.0,^FTSE,0.0197922315762866
2020-02-21,7436.6001,7436.7002,7370.6001,7403.8999,872594700.0,^FTSE,0.0345266190064448
2020-02-20,7457.0,7480.5,7436.6001,7436.6001,780481500.0,^FTSE,0.00441661832840268
2020-02-19,7382.0,7462.0,7382.0,7457.0,602975900.0,^FTSE,0.00274317560789639
2020-02-18,7433.2998,7433.2998,7353.3999,7382.0,786827200.0,^FTSE,-0.0100576639399222
2020-02-17,7409.1001,7450.0,7409.1001,7433.2998,394565700.0,^FTSE,0.00694930913031699
2020-02-14,7452.0,7472.8999,7403.7002,7409.1001,629855000.0,^FTSE,-0.00325557970902779
2020-02-13,7534.3999,7534.3999,7406.8999,7452.0,823565400.0,^FTSE,0.005790163369503
2020-02-12,7499.3999,7547.7002,7499.0,7534.3999,573044200.0,^FTSE,0.0110574208266239
2020-02-11,7446.8999,7529.5,7446.8999,7499.3999,700689800.0,^FTSE,-0.00464536001068916
2020-02-10,7466.7002,7466.7002,7427.8999,7446.8999,612817500.0,^FTSE,-0.00700056013815187
2020-02-07,7504.7998,7506.2998,7441.1001,7466.7002,705974200.0,^FTSE,0.00265886479822286
2020-02-06,7482.5,7533.6001,7482.5,7504.7998,673947900.0,^FTSE,0.00510260208384961
2020-02-05,7439.7998,7512.3999,7408.5,7482.5,818911400.0,^FTSE,-0.00297140504667426
2020-02-04,7326.2998,7442.1001,7326.2998,7439.7998,696703600.0,^FTSE,-0.00570667557634486
2020-02-03,7286.0,7360.0,7285.2002,7326.2998,645846700.0,^FTSE,-0.0152557868559851
2020-01-31,7382.0,7398.2998,7275.0,7286.0,714049600.0,^FTSE,-0.00550070309708039
2020-01-30,7483.6001,7483.6001,7357.6001,7382.0,685501900.0,^FTSE,0.0131759538841614
2020-01-29,7480.7002,7514.7002,7462.2002,7483.6001,525036700.0,^FTSE,0.0137632213492278
2020-01-28,7412.1001,7491.3999,7410.3999,7480.7002,535852000.0,^FTSE,-0.000387500662949569
2020-01-27,7586.0,7586.0,7392.7998,7412.1001,679457100.0,^FTSE,-0.00917027793735148
2020-01-24,7507.7002,7642.2002,7507.6001,7586.0,605760000.0,^FTSE,0.0234616232449425
2020-01-23,7571.8999,7572.1001,7503.2002,7507.7002,668616300.0,^FTSE,-0.010321618771421
2020-01-22,7610.7002,7637.3999,7563.5,7571.8999,604636000.0,^FTSE,0.00855118055992699
2020-01-21,7651.3999,7651.3999,7550.5,7610.7002,656519300.0,^FTSE,0.00512424893519792
2020-01-20,7674.6001,7682.7998,7639.6001,7651.3999,358980900.0,^FTSE,0.00534769455246709
2020-01-17,7609.7998,7689.7002,7609.7998,7674.6001,631970100.0,^FTSE,0.00303215101853449
2020-01-16,7642.7998,7653.6001,7595.2998,7609.7998,573564200.0,^FTSE,-0.00844347577146065
2020-01-15,7622.3999,7642.7998,7609.3999,7642.7998,730575200.0,^FTSE,0.00433651355716358
2020-01-14,7617.6001,7650.7002,7588.7998,7622.3999,697648200.0,^FTSE,-0.00266916582061971
2020-01-13,7587.8999,7635.7998,7582.5,7617.6001,659019400.0,^FTSE,-0.000629696691720527
2020-01-10,7598.1001,7632.0,7585.1001,7587.8999,651315600.0,^FTSE,-0.00389889198830473
2020-01-09,7574.8999,7627.7998,7574.8999,7598.1001,653838100.0,^FTSE,0.00134427181887298
2020-01-08,7573.8999,7579.5,7525.0,7574.8999,606225000.0,^FTSE,-0.00305342120986263
2020-01-07,7575.2998,7604.6001,7562.1001,7573.8999,511576100.0,^FTSE,-0.00013201494583448
2020-01-06,7622.3999,7622.3999,7528.1001,7575.2998,516783400.0,^FTSE,0.000184832123276246
2020-01-03,7604.2998,7626.3999,7551.0,7622.3999,475628900.0,^FTSE,0.00621758890651436
2020-01-02,7542.3999,7624.7998,7542.3999,7604.2998,482206700.0,^FTSE,-0.00237459333509915
2019-12-31,7587.1001,7587.3999,7532.3999,7542.3999,212142200.0,^FTSE,-0.00814011830517247
