Date,Country,State,County,Confirmed_Cumulative,Deaths_Cumulative,Confirmed,Deaths
3/24/2020,US,California,Shasta,2,0,0,0
3/24/2020,US,California,Siskiyou,2,0,0,0
3/24/2020,US,California,Solano,21,0,7,0
3/24/2020,US,California,Sonoma,29,1,0,0
3/24/2020,US,California,Stanislaus,11,0,3,0
3/24/2020,US,California,Tulare,17,0,1,0
3/24/2020,US,California,Ventura,35,1,5,0
3/24/2020,US,California,Yolo,8,1,2,0
3/24/2020,US,California,Yuba,3,0,0,0
3/24/2020,US,Colorado,Adams,25,0,7,0
3/24/2020,US,Colorado,Arapahoe,58,0,0,0
3/24/2020,US,Colorado,Boulder,39,0,0,0
3/24/2020,US,Colorado,Broomfield,2,0,1,0
3/24/2020,US,Colorado,Chaffee,3,0,0,0
3/24/2020,US,Colorado,Clear Creek,3,0,0,0
3/24/2020,US,Colorado,Crowley,1,1,0,0
3/24/2020,US,Colorado,Denver,148,0,0,0
3/24/2020,US,Colorado,Douglas,48,0,0,0
3/24/2020,US,Colorado,Eagle,92,1,0,0
3/24/2020,US,Colorado,El Paso,69,4,0,1
3/24/2020,US,Colorado,Elbert,3,0,0,0
3/24/2020,US,Colorado,Garfield,8,0,0,0
3/24/2020,US,Colorado,Grand,2,0,0,0
3/24/2020,US,Colorado,Gunnison,28,0,0,0
3/24/2020,US,Colorado,Hinsdale,1,0,0,0
3/24/2020,US,Colorado,Jefferson,55,0,0,0
3/24/2020,US,Colorado,Larimer,34,0,0,0
3/24/2020,US,Colorado,Logan,2,0,0,0
3/24/2020,US,Colorado,Mesa,5,0,0,0
3/24/2020,US,Colorado,Montrose,1,0,0,0
3/24/2020,US,Colorado,Morgan,3,0,1,0
3/24/2020,US,Colorado,Park,1,0,0,0
3/24/2020,US,Colorado,Pitkin,18,0,2,0
3/24/2020,US,Colorado,Pueblo,3,0,0,0
3/24/2020,US,Colorado,Routt,3,0,0,0
3/24/2020,US,Colorado,San Miguel,1,0,0,0
3/24/2020,US,Colorado,Summit,8,0,1,0
3/24/2020,US,Colorado,Teller,3,0,3,0
3/24/2020,US,Colorado,Unassigned,5,0,4,0
3/24/2020,US,Colorado,Weld,50,2,0,0
3/24/2020,US,Colorado,Yuma,1,0,0,0
3/24/2020,US,Connecticut,Fairfield,384,7,114,1
3/24/2020,US,Connecticut,Hartford,88,2,27,0
3/24/2020,US,Connecticut,Litchfield,22,0,9,0
3/24/2020,US,Connecticut,Middlesex,8,0,0,0
3/24/2020,US,Connecticut,New Haven,89,0,48,0
3/24/2020,US,Connecticut,New London,6,0,2,0
3/24/2020,US,Connecticut,Tolland,19,3,3,1
3/24/2020,US,Connecticut,Windham,2,0,0,0
3/24/2020,US,Delaware,Kent,10,0,4,0
3/24/2020,US,Delaware,New Castle,71,0,27,0
3/24/2020,US,Delaware,Sussex,23,0,5,0
3/24/2020,US,District of Columbia,District of Columbia,141,2,21,0
3/24/2020,US,Florida,Alachua,37,0,1,0
3/24/2020,US,Florida,Baker,4,0,1,0
3/24/2020,US,Florida,Bay,1,0,0,0
3/24/2020,US,Florida,Bradford,1,0,0,0
3/24/2020,US,Florida,Brevard,9,0,2,0
3/24/2020,US,Florida,Broward,311,3,48,0
3/24/2020,US,Florida,Charlotte,3,0,0,0
3/24/2020,US,Florida,Citrus,9,0,0,0
3/24/2020,US,Florida,Clay,10,2,2,0
3/24/2020,US,Florida,Collier,41,0,2,0
3/24/2020,US,Florida,Columbia,3,0,1,0
3/24/2020,US,Florida,DeSoto,1,0,0,0
3/24/2020,US,Florida,Duval,50,1,0,0
3/24/2020,US,Florida,Escambia,10,0,1,0
3/24/2020,US,Florida,Flagler,4,0,1,0
3/24/2020,US,Florida,Gadsden,1,0,0,0
3/24/2020,US,Florida,Hernando,5,0,0,0
3/24/2020,US,Florida,Highlands,4,0,2,0
3/24/2020,US,Florida,Hillsborough,91,0,16,0
3/24/2020,US,Florida,Indian River,11,0,1,0
3/24/2020,US,Florida,Jackson,1,0,0,0
3/24/2020,US,Florida,Lake,14,0,5,0
3/24/2020,US,Florida,Lee,32,2,2,0
3/24/2020,US,Florida,Leon,8,1,2,0
3/24/2020,US,Florida,Manatee,16,1,1,0
3/24/2020,US,Florida,Marion,4,0,0,0
3/24/2020,US,Florida,Martin,4,0,0,0
3/24/2020,US,Florida,Miami-Dade,338,0,60,0
3/24/2020,US,Florida,Monroe,3,0,1,0
3/24/2020,US,Florida,Nassau,1,0,0,0
3/24/2020,US,Florida,Okaloosa,14,0,0,0
3/24/2020,US,Florida,Orange,50,2,2,0
3/24/2020,US,Florida,Osceola,26,0,1,0
3/24/2020,US,Florida,Palm Beach,101,3,12,0
3/24/2020,US,Florida,Pasco,15,1,1,0
3/24/2020,US,Florida,Pinellas,45,0,4,0
3/24/2020,US,Florida,Polk,13,0,0,0
3/24/2020,US,Florida,Putnam,2,0,0,0
3/24/2020,US,Florida,Santa Rosa,4,1,0,0
3/24/2020,US,Florida,Sarasota,26,0,5,0
3/24/2020,US,Florida,Seminole,23,0,1,0
3/24/2020,US,Florida,St. Johns,22,0,4,0
3/24/2020,US,Florida,St. Lucie,6,0,1,0
3/24/2020,US,Florida,Sumter,10,0,2,0
3/24/2020,US,Florida,Unassigned,0,1,0,0
3/24/2020,US,Florida,Volusia,18,0,2,0
3/24/2020,US,Florida,Walton,10,0,1,0
3/24/2020,US,Georgia,Baker,2,0,2,0
3/24/2020,US,Georgia,Baldwin,2,0,0,0
3/24/2020,US,Georgia,Barrow,1,0,0,0
3/24/2020,US,Georgia,Bartow,74,1,13,0
3/24/2020,US,Georgia,Ben Hill,1,0,1,0
3/24/2020,US,Georgia,Bibb,4,0,2,0
3/24/2020,US,Georgia,Bryan,2,0,2,0
3/24/2020,US,Georgia,Burke,1,0,1,0
3/24/2020,US,Georgia,Butts,2,0,0,0
3/24/2020,US,Georgia,Camden,1,0,1,0
3/24/2020,US,Georgia,Carroll,26,0,5,0
3/24/2020,US,Georgia,Catoosa,1,0,0,0
3/24/2020,US,Georgia,Charlton,1,0,0,0
3/24/2020,US,Georgia,Chatham,7,0,3,0
3/24/2020,US,Georgia,Chattooga,1,0,0,0
3/24/2020,US,Georgia,Cherokee,28,0,8,0
3/24/2020,US,Georgia,Clarke,16,0,2,0
3/24/2020,US,Georgia,Clayton,21,0,3,0
3/24/2020,US,Georgia,Clinch,1,0,0,0
3/24/2020,US,Georgia,Cobb,86,2,7,0
3/24/2020,US,Georgia,Coffee,2,0,1,0
3/24/2020,US,Georgia,Colquitt,2,0,2,0
3/24/2020,US,Georgia,Columbia,4,0,1,0
3/24/2020,US,Georgia,Coweta,10,0,1,0
3/24/2020,US,Georgia,Crisp,3,0,3,0
3/24/2020,US,Georgia,Dawson,1,0,0,0
3/24/2020,US,Georgia,DeKalb,94,0,19,0
3/24/2020,US,Georgia,Dougherty,90,6,26,0
3/24/2020,US,Georgia,Douglas,11,0,4,0
3/24/2020,US,Georgia,Early,2,1,0,0
3/24/2020,US,Georgia,Effingham,2,0,0,0
3/24/2020,US,Georgia,Fayette,12,1,2,0
3/24/2020,US,Georgia,Floyd,11,1,1,0
3/24/2020,US,Georgia,Forsyth,8,0,1,0
3/24/2020,US,Georgia,Fulton,184,2,39,0
3/24/2020,US,Georgia,Glynn,5,0,1,0
3/24/2020,US,Georgia,Gordon,7,0,2,0
3/24/2020,US,Georgia,Greene,1,0,1,0
3/24/2020,US,Georgia,Gwinnett,45,1,11,0
3/24/2020,US,Georgia,Hall,14,0,4,0
3/24/2020,US,Georgia,Harris,1,0,1,0
3/24/2020,US,Georgia,Heard,1,0,0,0
3/24/2020,US,Georgia,Henry,13,0,4,0
3/24/2020,US,Georgia,Houston,3,0,2,0
3/24/2020,US,Georgia,Irwin,1,0,1,0
3/24/2020,US,Georgia,Jasper,1,0,1,0
3/24/2020,US,Georgia,Lamar,3,0,0,0
3/24/2020,US,Georgia,Laurens,5,0,3,0
3/24/2020,US,Georgia,Lee,20,0,4,0
3/24/2020,US,Georgia,Liberty,1,0,1,0
3/24/2020,US,Georgia,Lincoln,1,0,0,0
3/24/2020,US,Georgia,Lowndes,10,0,2,0
3/24/2020,US,Georgia,Lumpkin,3,0,1,0
3/24/2020,US,Georgia,Macon,1,0,1,0
3/24/2020,US,Georgia,Madison,1,0,0,0
3/24/2020,US,Georgia,Meriwether,1,0,1,0
3/24/2020,US,Georgia,Miller,1,0,0,0
3/24/2020,US,Georgia,Mitchell,3,0,3,0
3/24/2020,US,Georgia,Monroe,3,0,2,0
3/24/2020,US,Georgia,Morgan,1,0,0,0
3/24/2020,US,Georgia,Muscogee,3,0,1,0
3/24/2020,US,Georgia,Newton,5,0,1,0
3/24/2020,US,Georgia,Oconee,5,0,2,0
3/24/2020,US,Georgia,Paulding,6,0,1,0
3/24/2020,US,Georgia,Peach,3,0,0,0
3/24/2020,US,Georgia,Pickens,4,0,2,0
3/24/2020,US,Georgia,Pierce,1,0,0,0
3/24/2020,US,Georgia,Polk,8,0,4,0
3/24/2020,US,Georgia,Pulaski,1,0,1,0
3/24/2020,US,Georgia,Randolph,1,0,0,0
3/24/2020,US,Georgia,Richmond,11,0,0,0
3/24/2020,US,Georgia,Rockdale,7,0,3,0
3/24/2020,US,Georgia,Spalding,5,0,1,0
3/24/2020,US,Georgia,Stephens,1,0,1,0
3/24/2020,US,Georgia,Sumter,2,0,0,0
3/24/2020,US,Georgia,Tattnall,1,0,0,0
3/24/2020,US,Georgia,Terrell,3,0,1,0
3/24/2020,US,Georgia,Tift,2,0,0,0
3/24/2020,US,Georgia,Troup,6,0,2,0
3/24/2020,US,Georgia,Turner,1,0,0,0
3/24/2020,US,Georgia,Twiggs,1,0,0,0
3/24/2020,US,Georgia,Unassigned,81,17,36,7
3/24/2020,US,Georgia,Walton,1,0,1,0
3/24/2020,US,Georgia,Washington,1,0,0,0
3/24/2020,US,Georgia,Whitfield,2,0,0,0
3/24/2020,US,Georgia,Worth,4,0,1,0
3/24/2020,US,Guam,None,32,1,3,0
3/24/2020,US,Hawaii,Hawaii,2,0,-1,0
3/24/2020,US,Hawaii,Honolulu,58,1,17,1
3/24/2020,US,Hawaii,Kauai,1,0,-2,0
3/24/2020,US,Hawaii,Maui,9,0,0,0
3/24/2020,US,Hawaii,Unassigned,20,0,20,0
3/24/2020,US,Idaho,Ada,19,0,6,0
3/24/2020,US,Idaho,Bannock,2,0,0,0
3/24/2020,US,Idaho,Bingham,2,0,0,0
3/24/2020,US,Idaho,Blaine,36,0,1,0
3/24/2020,US,Idaho,Canyon,5,0,2,0
3/24/2020,US,Idaho,Cassia,1,0,0,0
3/24/2020,US,Idaho,Jefferson,2,0,2,0
3/24/2020,US,Idaho,Kootenai,8,0,2,0
3/24/2020,US,Idaho,Madison,2,0,0,0
3/24/2020,US,Idaho,Teton,2,0,0,0
3/24/2020,US,Idaho,Twin Falls,1,0,0,0
3/24/2020,US,Idaho,Valley,1,0,0,0
3/24/2020,US,Illinois,Adams,1,0,0,0
3/24/2020,US,Illinois,Champaign,4,0,1,0
3/24/2020,US,Illinois,Christian,1,0,0,0
3/24/2020,US,Illinois,Clinton,3,0,0,0
3/24/2020,US,Illinois,Cook,1194,9,272,0
3/24/2020,US,Illinois,Cumberland,1,0,0,0
3/24/2020,US,Illinois,DeKalb,1,0,0,0
3/24/2020,US,Illinois,DuPage,103,0,8,0
3/24/2020,US,Illinois,Grundy,1,0,1,0
3/24/2020,US,Illinois,Jackson,1,0,0,0
3/24/2020,US,Illinois,Jo Daviess,1,0,0,0
3/24/2020,US,Illinois,Kane,24,0,6,0
3/24/2020,US,Illinois,Kankakee,4,0,1,0
3/24/2020,US,Illinois,Kendall,4,0,0,0
3/24/2020,US,Illinois,LaSalle,3,0,1,0
3/24/2020,US,Illinois,Lake,111,0,15,0
3/24/2020,US,Illinois,Livingston,1,0,0,0
3/24/2020,US,Illinois,Madison,2,0,0,0
3/24/2020,US,Illinois,McHenry,14,0,2,0
3/24/2020,US,Illinois,McLean,7,1,0,0
3/24/2020,US,Illinois,Monroe,1,0,0,0
3/24/2020,US,Illinois,Peoria,3,0,0,0
3/24/2020,US,Illinois,Rock Island,1,0,0,0
3/24/2020,US,Illinois,Sangamon,5,1,1,0
3/24/2020,US,Illinois,St. Clair,7,0,3,0
3/24/2020,US,Illinois,Stephenson,1,0,0,0
3/24/2020,US,Illinois,Unassigned,0,4,-63,4
3/24/2020,US,Illinois,Washington,1,0,0,0
3/24/2020,US,Illinois,Whiteside,1,0,0,0
3/24/2020,US,Illinois,Will,28,1,4,0
3/24/2020,US,Illinois,Williamson,0,0,-1,0
3/24/2020,US,Illinois,Winnebago,5,0,0,0
3/24/2020,US,Illinois,Woodford,3,0,1,0
3/24/2020,US,Indiana,Adams,1,0,0,0
3/24/2020,US,Indiana,Allen,7,1,3,0
3/24/2020,US,Indiana,Bartholomew,5,0,0,0
3/24/2020,US,Indiana,Boone,3,0,0,0
3/24/2020,US,Indiana,Brown,1,0,1,0
3/24/2020,US,Indiana,Clark,5,0,1,0
3/24/2020,US,Indiana,Dearborn,2,0,2,0
3/24/2020,US,Indiana,Decatur,6,0,6,0
3/24/2020,US,Indiana,Delaware,4,1,2,0
3/24/2020,US,Indiana,Dubois,1,0,0,0
3/24/2020,US,Indiana,Elkhart,4,0,0,0
3/24/2020,US,Indiana,Fayette,2,0,1,0
3/24/2020,US,Indiana,Floyd,6,0,3,0
3/24/2020,US,Indiana,Franklin,7,0,3,0
3/24/2020,US,Indiana,Gibson,2,0,2,0
3/24/2020,US,Indiana,Grant,3,0,1,0
3/24/2020,US,Indiana,Greene,1,0,0,0
3/24/2020,US,Indiana,Hamilton,25,0,7,0
3/24/2020,US,Indiana,Hancock,4,0,2,0
3/24/2020,US,Indiana,Hendricks,13,0,5,0
3/24/2020,US,Indiana,Howard,6,0,0,0
3/24/2020,US,Indiana,Jackson,1,0,1,0
3/24/2020,US,Indiana,Jennings,2,0,1,0
3/24/2020,US,Indiana,Johnson,18,3,6,2
3/24/2020,US,Indiana,LaPorte,2,0,0,0
3/24/2020,US,Indiana,Lake,17,0,7,0
3/24/2020,US,Indiana,Lawrence,1,0,1,0
3/24/2020,US,Indiana,Madison,3,0,1,0
3/24/2020,US,Indiana,Marion,161,6,79,3
3/24/2020,US,Indiana,Miami,1,0,0,0
3/24/2020,US,Indiana,Monroe,3,0,2,0
3/24/2020,US,Indiana,Montgomery,1,0,1,0
3/24/2020,US,Indiana,Morgan,3,0,2,0
3/24/2020,US,Indiana,Noble,1,0,0,0
3/24/2020,US,Indiana,Ohio,1,0,1,0
3/24/2020,US,Indiana,Owen,2,0,1,0
3/24/2020,US,Indiana,Porter,1,0,1,0
3/24/2020,US,Indiana,Putnam,1,0,0,0
3/24/2020,US,Indiana,Ripley,6,0,5,0
3/24/2020,US,Indiana,Scott,1,1,0,0
3/24/2020,US,Indiana,Shelby,1,0,0,0
3/24/2020,US,Indiana,St. Joseph,18,0,1,0
3/24/2020,US,Indiana,Starke,2,0,1,0
3/24/2020,US,Indiana,Tippecanoe,3,0,1,0
3/24/2020,US,Indiana,Tipton,2,0,1,0
3/24/2020,US,Indiana,Unassigned,0,0,-56,0
3/24/2020,US,Indiana,Vanderburgh,1,0,0,0
3/24/2020,US,Indiana,Vigo,3,0,1,0
3/24/2020,US,Indiana,Warrick,1,0,1,0
3/24/2020,US,Indiana,Washington,2,0,1,0
3/24/2020,US,Indiana,Wayne,0,0,-1,0
3/24/2020,US,Indiana,Wells,1,0,0,0
3/24/2020,US,Iowa,Adair,1,0,0,0
3/24/2020,US,Iowa,Allamakee,6,0,0,0
3/24/2020,US,Iowa,Black Hawk,4,0,1,0
3/24/2020,US,Iowa,Buchanan,1,0,1,0
3/24/2020,US,Iowa,Carroll,1,0,0,0
3/24/2020,US,Iowa,Cedar,1,0,1,0
3/24/2020,US,Iowa,Cerro Gordo,2,0,0,0
3/24/2020,US,Iowa,Dallas,7,0,1,0
3/24/2020,US,Iowa,Dubuque,6,0,0,0
3/24/2020,US,Iowa,Fayette,1,0,0,0
3/24/2020,US,Iowa,Hancock,2,0,0,0
3/24/2020,US,Iowa,Harrison,3,0,0,0
3/24/2020,US,Iowa,Henry,1,0,0,0
3/24/2020,US,Iowa,Jasper,1,0,1,0
3/24/2020,US,Iowa,Johnson,37,0,2,0
3/24/2020,US,Iowa,Kossuth,1,0,0,0
3/24/2020,US,Iowa,Linn,6,0,0,0
3/24/2020,US,Iowa,Muscatine,5,0,2,0
3/24/2020,US,Iowa,Polk,15,0,3,0
3/24/2020,US,Iowa,Pottawattamie,2,0,0,0
3/24/2020,US,Iowa,Poweshiek,2,0,1,0
3/24/2020,US,Iowa,Scott,1,0,0,0
3/24/2020,US,Iowa,Sioux,1,0,0,0
3/24/2020,US,Iowa,Story,2,0,1,0
3/24/2020,US,Iowa,Tama,4,0,1,0
3/24/2020,US,Iowa,Unassigned,2,0,2,0
3/24/2020,US,Iowa,Wapello,1,0,0,0
3/24/2020,US,Iowa,Warren,1,0,1,0
3/24/2020,US,Iowa,Washington,4,0,1,0
3/24/2020,US,Iowa,Winneshiek,1,0,0,0
3/24/2020,US,Iowa,Woodbury,2,0,0,0
3/24/2020,US,Kansas,Bourbon,1,0,0,0
3/24/2020,US,Kansas,Butler,3,0,0,0
3/24/2020,US,Kansas,Cherokee,2,0,0,0
3/24/2020,US,Kansas,Crawford,2,0,0,0
3/24/2020,US,Kansas,Doniphan,1,0,1,0
3/24/2020,US,Kansas,Douglas,6,0,-2,0
3/24/2020,US,Kansas,Franklin,1,0,0,0
3/24/2020,US,Kansas,Jackson,1,0,0,0
3/24/2020,US,Kansas,Johnson,36,1,4,0
3/24/2020,US,Kansas,Leavenworth,7,0,2,0
3/24/2020,US,Kansas,Linn,2,0,0,0
3/24/2020,US,Kansas,Lyon,2,0,0,0
3/24/2020,US,Kansas,Mitchell,1,0,-1,0
3/24/2020,US,Kansas,Morris,2,0,0,0
3/24/2020,US,Kansas,Pottawatomie,1,0,0,0
3/24/2020,US,Kansas,Reno,2,0,0,0
3/24/2020,US,Kansas,Sedgwick,7,0,5,0
3/24/2020,US,Kansas,Woodson,1,0,1,0
3/24/2020,US,Kansas,Wyandotte,22,1,6,0
3/24/2020,US,Kentucky,Anderson,2,1,0,0
3/24/2020,US,Kentucky,Boone,1,0,1,0
3/24/2020,US,Kentucky,Bourbon,2,1,0,0
3/24/2020,US,Kentucky,Breathitt,1,0,0,0
3/24/2020,US,Kentucky,Calloway,1,0,0,0
3/24/2020,US,Kentucky,Campbell,1,0,1,0
3/24/2020,US,Kentucky,Christian,2,0,0,0
3/24/2020,US,Kentucky,Clark,2,0,0,0
3/24/2020,US,Kentucky,Daviess,11,0,0,0
3/24/2020,US,Kentucky,Fayette,15,1,0,0
3/24/2020,US,Kentucky,Franklin,2,0,0,0
3/24/2020,US,Kentucky,Hardin,2,0,0,0
3/24/2020,US,Kentucky,Harrison,8,0,0,0
3/24/2020,US,Kentucky,Henderson,2,0,0,0
3/24/2020,US,Kentucky,Jefferson,33,1,0,0
3/24/2020,US,Kentucky,Jessamine,1,0,0,0
3/24/2020,US,Kentucky,Kenton,5,0,0,0
3/24/2020,US,Kentucky,Laurel,1,0,1,0
3/24/2020,US,Kentucky,Logan,1,0,1,0
3/24/2020,US,Kentucky,Lyon,1,0,0,0
3/24/2020,US,Kentucky,Madison,2,0,0,0
3/24/2020,US,Kentucky,Martin,1,0,0,0
3/24/2020,US,Kentucky,McCracken,1,0,1,0
3/24/2020,US,Kentucky,Menifee,1,0,0,0
3/24/2020,US,Kentucky,Montgomery,2,0,0,0
3/24/2020,US,Kentucky,Muhlenberg,2,0,0,0
3/24/2020,US,Kentucky,Nelson,1,0,0,0
3/24/2020,US,Kentucky,Oldham,1,0,0,0
3/24/2020,US,Kentucky,Pulaski,3,0,0,0
3/24/2020,US,Kentucky,Scott,1,0,1,0
3/24/2020,US,Kentucky,Simpson,1,0,1,0
3/24/2020,US,Kentucky,Spencer,1,0,0,0
3/24/2020,US,Kentucky,Unassigned,46,0,31,0
3/24/2020,US,Kentucky,Warren,4,0,0,0
3/24/2020,US,Kentucky,Webster,1,0,1,0
3/24/2020,US,Louisiana,Acadia,2,0,1,0
3/24/2020,US,Louisiana,Allen,2,0,0,0
3/24/2020,US,Louisiana,Ascension,36,1,10,0
3/24/2020,US,Louisiana,Assumption,2,0,1,0
3/24/2020,US,Louisiana,Avoyelles,3,0,2,0
3/24/2020,US,Louisiana,Beauregard,2,0,1,0
3/24/2020,US,Louisiana,Bienville,1,0,0,0
3/24/2020,US,Louisiana,Bossier,12,0,0,0
3/24/2020,US,Louisiana,Caddo,40,0,6,0
3/24/2020,US,Louisiana,Calcasieu,5,1,1,1
3/24/2020,US,Louisiana,Catahoula,1,1,0,0
3/24/2020,US,Louisiana,Claiborne,2,0,0,0
3/24/2020,US,Louisiana,De Soto,6,0,1,0
3/24/2020,US,Louisiana,East Baton Rouge,58,2,15,0
3/24/2020,US,Louisiana,Evangeline,2,0,0,0
3/24/2020,US,Louisiana,Grant,1,0,0,0
3/24/2020,US,Louisiana,Iberia,2,0,-1,0
3/24/2020,US,Louisiana,Iberville,14,1,4,1
3/24/2020,US,Louisiana,Jefferson,293,6,41,1
3/24/2020,US,Louisiana,Lafayette,12,0,3,0
3/24/2020,US,Louisiana,Lafourche,16,0,1,0
3/24/2020,US,Louisiana,Lincoln,2,0,0,0
3/24/2020,US,Louisiana,Livingston,6,0,1,0
3/24/2020,US,Louisiana,Natchitoches,2,0,0,0
3/24/2020,US,Louisiana,Orleans,675,26,108,6
3/24/2020,US,Louisiana,Ouachita,7,1,-2,0
3/24/2020,US,Louisiana,Plaquemines,8,0,0,0
3/24/2020,US,Louisiana,Rapides,10,1,2,0
3/24/2020,US,Louisiana,Richland,1,0,-1,0
3/24/2020,US,Louisiana,St. Bernard,19,0,4,0
3/24/2020,US,Louisiana,St. Charles,15,0,0,0
3/24/2020,US,Louisiana,St. James,9,1,1,0
3/24/2020,US,Louisiana,St. John the Baptist,21,0,5,0
3/24/2020,US,Louisiana,St. Landry,3,0,0,0
3/24/2020,US,Louisiana,St. Martin,1,0,1,0
3/24/2020,US,Louisiana,St. Mary,2,0,1,0
3/24/2020,US,Louisiana,St. Tammany,52,1,5,1
3/24/2020,US,Louisiana,Tangipahoa,4,0,1,0
3/24/2020,US,Louisiana,Terrebonne,14,0,0,0
3/24/2020,US,Louisiana,Unassigned,12,1,1,1
3/24/2020,US,Louisiana,Vernon,2,0,2,0
3/24/2020,US,Louisiana,Washington,3,1,1,0
3/24/2020,US,Louisiana,Webster,3,1,0,0
3/24/2020,US,Louisiana,West Baton Rouge,5,1,0,0
3/24/2020,US,Maine,Androscoggin,3,0,0,0
3/24/2020,US,Maine,Cumberland,74,0,8,0
3/24/2020,US,Maine,Kennebec,5,0,1,0
3/24/2020,US,Maine,Knox,1,0,0,0
3/24/2020,US,Maine,Lincoln,5,0,0,0
3/24/2020,US,Maine,Oxford,6,0,1,0
3/24/2020,US,Maine,Penobscot,4,0,1,0
3/24/2020,US,Maine,Sagadahoc,3,0,0,0
3/24/2020,US,Maine,Unassigned,0,0,-5,0
3/24/2020,US,Maine,Waldo,1,0,1,0
3/24/2020,US,Maine,York,16,0,4,0
3/24/2020,US,Maryland,Anne Arundel,24,0,4,0
3/24/2020,US,Maryland,Baltimore,42,1,7,0
3/24/2020,US,Maryland,Baltimore City,41,0,10,0
3/24/2020,US,Maryland,Calvert,3,0,2,0
3/24/2020,US,Maryland,Caroline,1,0,0,0
3/24/2020,US,Maryland,Carroll,5,0,0,0
3/24/2020,US,Maryland,Cecil,3,0,2,0
3/24/2020,US,Maryland,Charles,5,0,0,0
3/24/2020,US,Maryland,Frederick,4,0,0,0
3/24/2020,US,Maryland,Garrett,3,0,0,0
3/24/2020,US,Maryland,Harford,5,0,0,0
3/24/2020,US,Maryland,Howard,30,0,4,0
3/24/2020,US,Maryland,Montgomery,107,1,13,0
3/24/2020,US,Maryland,Prince George's,63,2,16,1
3/24/2020,US,Maryland,Queen Anne's,1,0,0,0
3/24/2020,US,Maryland,Somerset,1,0,0,0
3/24/2020,US,Maryland,St. Mary's,2,0,1,0
3/24/2020,US,Maryland,Talbot,1,0,0,0
3/24/2020,US,Maryland,Washington,2,0,0,0
3/24/2020,US,Maryland,Wicomico,4,0,0,0
3/24/2020,US,Maryland,Worcester,2,0,0,0
3/24/2020,US,Massachusetts,Barnstable,40,0,10,0
3/24/2020,US,Massachusetts,Berkshire,37,0,11,0
3/24/2020,US,Massachusetts,Bristol,31,0,6,0
3/24/2020,US,Massachusetts,Dukes and Nantucket,2,0,1,0
3/24/2020,US,Massachusetts,Essex,118,0,45,0
3/24/2020,US,Massachusetts,Franklin,10,0,4,0
3/24/2020,US,Massachusetts,Hampden,24,0,9,0
3/24/2020,US,Massachusetts,Hampshire,8,0,2,0
3/24/2020,US,Massachusetts,Middlesex,304,1,72,0
3/24/2020,US,Massachusetts,Norfolk,129,0,47,0
3/24/2020,US,Massachusetts,Plymouth,64,0,32,0
3/24/2020,US,Massachusetts,Suffolk,234,1,80,0
3/24/2020,US,Massachusetts,Unassigned,85,9,32,2
3/24/2020,US,Massachusetts,Worcester,73,0,31,0
3/24/2020,US,Michigan,Allegan,1,0,0,0
3/24/2020,US,Michigan,Barry,1,0,0,0
3/24/2020,US,Michigan,Bay,2,0,0,0
3/24/2020,US,Michigan,Berrien,8,0,3,0
3/24/2020,US,Michigan,Calhoun,4,0,1,0
3/24/2020,US,Michigan,Charlevoix,3,0,1,0
3/24/2020,US,Michigan,Chippewa,1,0,0,0
3/24/2020,US,Michigan,Clare,1,0,0,0
3/24/2020,US,Michigan,Clinton,5,0,3,0
3/24/2020,US,Michigan,Eaton,3,0,1,0
3/24/2020,US,Michigan,Emmet,2,0,1,0
3/24/2020,US,Michigan,Genesee,34,0,11,0
3/24/2020,US,Michigan,Gladwin,2,0,1,0
3/24/2020,US,Michigan,Grand Traverse,3,0,2,0
3/24/2020,US,Michigan,Hillsdale,1,0,1,0
3/24/2020,US,Michigan,Ingham,15,0,3,0
3/24/2020,US,Michigan,Isabella,2,0,2,0
3/24/2020,US,Michigan,Jackson,6,0,5,0
3/24/2020,US,Michigan,Kalamazoo,3,0,0,0
3/24/2020,US,Michigan,Kalkaska,1,0,1,0
3/24/2020,US,Michigan,Kent,31,1,3,0
3/24/2020,US,Michigan,Lapeer,1,0,1,0
3/24/2020,US,Michigan,Leelanau,1,0,0,0
3/24/2020,US,Michigan,Livingston,13,0,4,0
3/24/2020,US,Michigan,Macomb,225,3,50,1
3/24/2020,US,Michigan,Manistee,1,0,1,0
3/24/2020,US,Michigan,Marquette,1,0,1,0
3/24/2020,US,Michigan,Midland,5,0,0,0
3/24/2020,US,Michigan,Monroe,12,0,5,0
3/24/2020,US,Michigan,Montcalm,1,0,0,0
3/24/2020,US,Michigan,Muskegon,3,0,2,0
3/24/2020,US,Michigan,Newaygo,2,0,1,0
3/24/2020,US,Michigan,Oakland,428,4,99,0
3/24/2020,US,Michigan,Otsego,5,0,2,0
3/24/2020,US,Michigan,Ottawa,15,0,4,0
3/24/2020,US,Michigan,Out of MI,6,0,2,0
3/24/2020,US,Michigan,Roscommon,1,0,0,0
3/24/2020,US,Michigan,Saginaw,8,0,6,0
3/24/2020,US,Michigan,St. Clair,8,0,1,0
3/24/2020,US,Michigan,Tuscola,1,0,0,0
3/24/2020,US,Michigan,Washtenaw,50,3,8,3
3/24/2020,US,Michigan,Wayne,876,13,238,5
3/24/2020,US,Michigan,Wexford,1,0,0,0
3/24/2020,US,Minnesota,Anoka,7,0,0,0
3/24/2020,US,Minnesota,Benton,1,0,0,0
3/24/2020,US,Minnesota,Big Stone,1,0,0,0
